OrderID,Date,CustomerID,Product,Quantity,UnitPrice,ShippingAddress,PaymentMethod,OrderStatus,TrackingNumber,ItemsInCart,CouponCode,ReferralSource,TotalPrice
ORD200219,2025-05-02,C48946,Laptop,5,62,457 Main St,Cash,Delivered,TRK99387220,6,SAVE10,Email,310
ORD200220,2023-07-18,C79506,Laptop,2,373,497 Main St,Credit Card,Pending,TRK95188748,6,SAVE10,Referral,746
ORD200221,2024-02-23,C93473,Tablet,5,639,552 Main St,Debit Card,Pending,TRK50003989,6,SAVE10,Google,3197
ORD200222,2023-05-04,C43124,Chair,4,693,931 Main St,Online,Shipped,TRK17293348,8,NO COUPON,Instagram,2773
ORD200223,2024-09-11,C22783,Phone,4,693,673 Main St,Credit Card,Pending,TRK55009149,9,SAVE10,Instagram,2772
ORD200224,2023-09-23,C18567,Printer,4,91,507 Main St,Cash,Cancelled,TRK17554673,9,SAVE10,Referral,366
ORD200225,2024-03-13,C99879,Phone,3,274,692 Main St,Debit Card,Returned,TRK50246700,8,SAVE10,Google,822
ORD200226,2025-06-27,C31501,Desk,3,588,242 Main St,Gift Card,Delivered,TRK93063929,8,NO COUPON,Instagram,1764
ORD200227,2023-11-02,C93220,Monitor,2,365,353 Main St,Online,Cancelled,TRK89023251,4,FREESHIP,Facebook,730
ORD200228,2023-05-17,C57867,Chair,4,386,579 Main St,Credit Card,Cancelled,TRK92055007,8,NO COUPON,Instagram,1544
ORD200229,2025-03-28,C62622,Tablet,1,563,762 Main St,Credit Card,Delivered,TRK70997648,3,WINTER15,Facebook,563
ORD200230,2023-12-16,C94595,Desk,4,62,948 Main St,Gift Card,Delivered,TRK24497305,6,WINTER15,Email,248
ORD200231,2023-11-05,C30955,Phone,4,42,327 Main St,Gift Card,Pending,TRK46898848,9,FREESHIP,Instagram,168
ORD200232,2023-05-19,C20731,Printer,4,444,610 Main St,Debit Card,Cancelled,TRK75568437,8,WINTER15,Google,1778
ORD200233,2024-08-24,C30168,Phone,3,311,146 Main St,Cash,Cancelled,TRK73699939,3,WINTER15,Instagram,934
ORD200234,2024-11-26,C79842,Printer,4,236,337 Main St,Debit Card,Pending,TRK26957950,7,SAVE10,Google,946
ORD200235,2023-02-20,C32854,Desk,1,65,815 Main St,Cash,Pending,TRK30009218,2,WINTER15,Google,65
ORD200236,2023-01-01,C14847,Monitor,1,319,562 Main St,Debit Card,Pending,TRK39663243,3,WINTER15,Email,319
ORD200237,2024-03-14,C88645,Monitor,3,584,783 Main St,Credit Card,Shipped,TRK74097570,5,FREESHIP,Facebook,1751
ORD200238,2024-12-13,C66149,Desk,4,384,770 Main St,Credit Card,Pending,TRK76307307,6,WINTER15,Google,1537
ORD200239,2024-12-11,C20256,Tablet,3,539,456 Main St,Online,Shipped,TRK71127943,6,FREESHIP,Email,1616
ORD200240,2023-07-12,C14983,Tablet,1,17,255 Main St,Online,Pending,TRK93444157,2,FREESHIP,Instagram,17
ORD200241,2023-05-16,C20817,Chair,5,616,407 Main St,Online,Pending,TRK44164590,6,SAVE10,Email,3078
ORD200242,2023-05-09,C94921,Printer,2,219,134 Main St,Online,Pending,TRK97794327,4,SAVE10,Referral,438
ORD200243,2025-05-09,C54725,Chair,2,145,506 Main St,Online,Cancelled,TRK30601940,7,FREESHIP,Google,289
ORD200244,2023-02-16,C98096,Desk,2,318,838 Main St,Debit Card,Cancelled,TRK51518631,4,WINTER15,Facebook,636
ORD200245,2025-04-20,C12667,Laptop,1,223,306 Main St,Online,Returned,TRK25390491,1,NO COUPON,Facebook,223
ORD200246,2024-08-30,C55354,Desk,2,342,164 Main St,Gift Card,Shipped,TRK15439493,2,WINTER15,Instagram,684
ORD200247,2023-07-20,C14600,Printer,2,221,785 Main St,Gift Card,Shipped,TRK84984764,4,NO COUPON,Email,442
ORD200248,2023-07-02,C97187,Laptop,1,671,471 Main St,Cash,Shipped,TRK62283713,6,FREESHIP,Referral,671
ORD200249,2024-02-07,C39106,Printer,1,546,245 Main St,Cash,Pending,TRK35464433,5,FREESHIP,Referral,546
ORD200250,2023-04-05,C93379,Desk,3,43,318 Main St,Gift Card,Returned,TRK67954150,8,SAVE10,Email,129
ORD200251,2025-05-15,C93175,Monitor,4,15,814 Main St,Cash,Cancelled,TRK32995144,9,NO COUPON,Email,59
ORD200252,2024-09-20,C19648,Phone,4,668,821 Main St,Gift Card,Cancelled,TRK51297879,5,FREESHIP,Facebook,2673
ORD200253,2024-03-23,C14891,Chair,4,414,743 Main St,Gift Card,Returned,TRK79471534,7,FREESHIP,Instagram,1655
ORD200254,2023-12-26,C10866,Monitor,3,263,770 Main St,Online,Delivered,TRK34809583,5,NO COUPON,Instagram,790
ORD200255,2024-05-13,C47283,Monitor,1,264,806 Main St,Gift Card,Returned,TRK56235117,2,SAVE10,Google,264
ORD200256,2025-06-30,C94323,Chair,5,76,463 Main St,Gift Card,Returned,TRK22663277,10,WINTER15,Instagram,379
ORD200257,2024-04-23,C89732,Phone,1,406,712 Main St,Credit Card,Cancelled,TRK41059233,5,SAVE10,Referral,406
ORD200258,2024-02-26,C87764,Tablet,2,103,294 Main St,Online,Shipped,TRK94082469,2,FREESHIP,Referral,207
ORD200259,2023-06-11,C20977,Chair,4,435,636 Main St,Credit Card,Delivered,TRK54991561,9,SAVE10,Instagram,1740
ORD200260,2023-05-17,C12245,Monitor,2,408,153 Main St,Debit Card,Shipped,TRK22000463,3,NO COUPON,Google,816
ORD200261,2025-05-28,C68976,Phone,5,174,460 Main St,Gift Card,Delivered,TRK25491356,9,SAVE10,Email,868
ORD200262,2023-01-10,C69476,Phone,4,249,642 Main St,Credit Card,Returned,TRK65869386,5,WINTER15,Referral,996
ORD200263,2023-03-25,C71040,Phone,4,435,250 Main St,Credit Card,Pending,TRK41397604,4,WINTER15,Google,1739
ORD200264,2024-08-03,C71035,Tablet,1,437,977 Main St,Cash,Returned,TRK19599578,5,FREESHIP,Google,437
ORD200265,2023-12-22,C20752,Printer,1,572,150 Main St,Debit Card,Cancelled,TRK22298450,4,SAVE10,Google,572
ORD200266,2024-06-08,C38840,Chair,4,583,589 Main St,Credit Card,Cancelled,TRK48484633,6,FREESHIP,Referral,2332
ORD200267,2025-04-17,C84480,Chair,5,469,803 Main St,Debit Card,Delivered,TRK62361867,9,NO COUPON,Facebook,2343
ORD200268,2023-08-11,C37032,Phone,2,424,655 Main St,Debit Card,Delivered,TRK48639226,7,SAVE10,Referral,848
ORD200269,2023-11-25,C48942,Tablet,4,664,129 Main St,Credit Card,Pending,TRK29355120,7,FREESHIP,Google,2655
ORD200270,2023-06-04,C13540,Printer,4,310,127 Main St,Debit Card,Shipped,TRK81087373,5,WINTER15,Google,1240
ORD200271,2023-03-28,C59572,Monitor,1,542,791 Main St,Cash,Shipped,TRK16792991,6,WINTER15,Referral,542
ORD200272,2023-09-19,C29758,Chair,2,399,119 Main St,Online,Pending,TRK12990043,6,WINTER15,Instagram,799
ORD200273,2024-10-27,C11849,Tablet,2,238,974 Main St,Online,Cancelled,TRK91195261,7,FREESHIP,Email,477
ORD200274,2023-02-04,C50967,Phone,2,182,884 Main St,Gift Card,Cancelled,TRK65300814,5,SAVE10,Referral,365
ORD200275,2023-11-04,C80735,Chair,2,65,360 Main St,Credit Card,Cancelled,TRK99880231,4,SAVE10,Google,130
ORD200276,2025-03-29,C99050,Printer,2,601,654 Main St,Debit Card,Returned,TRK56927089,3,WINTER15,Instagram,1201
ORD200277,2024-09-09,C11210,Chair,5,91,910 Main St,Credit Card,Delivered,TRK44929965,9,SAVE10,Facebook,455
ORD200278,2024-11-18,C46015,Laptop,5,362,299 Main St,Cash,Delivered,TRK46598430,6,FREESHIP,Instagram,1812
ORD200279,2023-10-20,C69167,Chair,3,55,263 Main St,Online,Pending,TRK12425655,7,WINTER15,Email,165
ORD200280,2023-03-27,C55388,Tablet,3,405,740 Main St,Gift Card,Delivered,TRK75741001,6,FREESHIP,Instagram,1214
ORD200281,2023-07-27,C87181,Desk,4,655,195 Main St,Cash,Pending,TRK60093390,9,NO COUPON,Referral,2619
ORD200282,2025-04-22,C30411,Printer,4,638,375 Main St,Gift Card,Cancelled,TRK71810536,9,FREESHIP,Google,2551
ORD200283,2025-02-28,C39638,Laptop,4,540,990 Main St,Cash,Shipped,TRK69745608,6,NO COUPON,Google,2161
ORD200284,2023-02-16,C27203,Laptop,5,208,516 Main St,Credit Card,Returned,TRK22023906,6,SAVE10,Facebook,1041
ORD200285,2025-06-10,C67583,Phone,1,338,974 Main St,Online,Delivered,TRK93281700,3,NO COUPON,Google,338
ORD200286,2025-04-07,C70554,Monitor,3,139,187 Main St,Gift Card,Returned,TRK61086952,8,WINTER15,Google,418
ORD200287,2023-11-24,C70437,Chair,4,655,630 Main St,Online,Shipped,TRK26628830,5,NO COUPON,Facebook,2621
ORD200288,2023-03-12,C97643,Laptop,4,513,537 Main St,Debit Card,Returned,TRK60831391,8,WINTER15,Google,2051
ORD200289,2023-07-26,C17136,Chair,4,160,333 Main St,Credit Card,Shipped,TRK55362541,8,WINTER15,Referral,642
ORD200290,2023-05-05,C24901,Chair,3,100,258 Main St,Cash,Delivered,TRK14029489,8,FREESHIP,Facebook,300
ORD200291,2024-05-12,C61521,Phone,2,345,670 Main St,Credit Card,Delivered,TRK93676567,6,FREESHIP,Google,690
ORD200292,2025-01-15,C39639,Monitor,1,66,185 Main St,Credit Card,Delivered,TRK31042152,5,NO COUPON,Facebook,66
ORD200293,2023-02-16,C33220,Tablet,4,463,564 Main St,Gift Card,Returned,TRK40450219,9,NO COUPON,Instagram,1852
ORD200294,2025-04-01,C65414,Phone,2,298,208 Main St,Online,Shipped,TRK67562517,7,SAVE10,Referral,595
ORD200295,2023-01-25,C49009,Printer,5,107,278 Main St,Debit Card,Cancelled,TRK46285799,9,FREESHIP,Email,537
ORD200296,2024-06-19,C48453,Desk,5,639,434 Main St,Debit Card,Cancelled,TRK52110494,10,WINTER15,Referral,3194
ORD200297,2023-02-22,C68078,Desk,2,494,252 Main St,Credit Card,Returned,TRK64862812,7,SAVE10,Instagram,988
ORD200298,2023-12-19,C19402,Printer,4,301,267 Main St,Online,Cancelled,TRK97825212,6,NO COUPON,Email,1205
ORD200299,2024-01-20,C30711,Monitor,1,279,856 Main St,Gift Card,Cancelled,TRK42696593,2,FREESHIP,Instagram,279
ORD200300,2024-09-02,C39000,Phone,1,287,894 Main St,Debit Card,Returned,TRK33753945,3,FREESHIP,Facebook,287
ORD200301,2023-05-11,C31105,Chair,1,584,726 Main St,Cash,Cancelled,TRK40149095,2,SAVE10,Email,584
ORD200302,2023-05-16,C29432,Chair,3,469,121 Main St,Cash,Pending,TRK44142517,4,FREESHIP,Instagram,1406
ORD200303,2024-12-07,C48531,Tablet,1,31,368 Main St,Debit Card,Returned,TRK95462192,1,NO COUPON,Google,31
ORD200304,2024-10-18,C86762,Monitor,5,409,326 Main St,Gift Card,Delivered,TRK75686292,10,FREESHIP,Instagram,2044
ORD200305,2023-11-25,C63822,Laptop,4,127,235 Main St,Cash,Pending,TRK59353216,9,FREESHIP,Instagram,508
ORD200306,2024-06-07,C70495,Printer,2,57,238 Main St,Debit Card,Returned,TRK65511225,3,SAVE10,Instagram,114
ORD200307,2023-07-01,C92407,Laptop,3,557,135 Main St,Online,Delivered,TRK11755610,4,NO COUPON,Email,1672
ORD200308,2023-12-11,C75888,Printer,3,449,790 Main St,Debit Card,Returned,TRK98467398,7,SAVE10,Instagram,1347
ORD200309,2023-10-03,C63153,Chair,4,550,625 Main St,Debit Card,Delivered,TRK38033305,4,FREESHIP,Facebook,2199
ORD200310,2024-02-24,C85863,Printer,3,132,968 Main St,Online,Shipped,TRK16094218,4,NO COUPON,Referral,397
ORD200311,2025-05-17,C71698,Desk,5,489,274 Main St,Online,Returned,TRK34786818,8,NO COUPON,Instagram,2447
ORD200312,2025-05-24,C35397,Printer,5,66,579 Main St,Gift Card,Pending,TRK64742535,7,FREESHIP,Referral,332
ORD200313,2023-07-09,C67687,Chair,2,434,978 Main St,Cash,Delivered,TRK22838735,7,SAVE10,Instagram,869
ORD200314,2023-10-04,C29931,Desk,4,153,540 Main St,Online,Delivered,TRK48712417,4,FREESHIP,Referral,612
ORD200315,2025-05-12,C59139,Tablet,5,92,301 Main St,Online,Cancelled,TRK45507090,9,FREESHIP,Email,458
ORD200316,2023-10-02,C66078,Desk,4,275,101 Main St,Gift Card,Shipped,TRK86474559,9,WINTER15,Facebook,1101
ORD200317,2023-04-10,C88370,Monitor,2,140,339 Main St,Online,Returned,TRK22575151,5,NO COUPON,Instagram,280
ORD200318,2024-07-27,C93375,Chair,3,149,317 Main St,Debit Card,Cancelled,TRK95706967,7,SAVE10,Google,446
ORD200319,2023-12-02,C53049,Laptop,2,563,413 Main St,Cash,Returned,TRK48974907,6,NO COUPON,Instagram,1126
ORD200320,2024-12-19,C55590,Printer,1,626,772 Main St,Credit Card,Shipped,TRK48792951,1,FREESHIP,Facebook,626
ORD200321,2023-08-09,C47086,Phone,4,152,135 Main St,Debit Card,Cancelled,TRK44194358,6,WINTER15,Google,609
ORD200322,2024-06-14,C48646,Phone,5,232,339 Main St,Debit Card,Delivered,TRK18233748,6,SAVE10,Facebook,1159
ORD200323,2025-01-26,C29416,Laptop,1,150,414 Main St,Debit Card,Returned,TRK63820842,1,SAVE10,Referral,150
ORD200324,2024-06-13,C13525,Tablet,3,71,847 Main St,Debit Card,Returned,TRK70193221,5,NO COUPON,Referral,213
ORD200325,2023-06-29,C53545,Desk,3,361,665 Main St,Credit Card,Shipped,TRK61123177,8,NO COUPON,Referral,1084
ORD200326,2024-07-01,C65986,Laptop,5,670,273 Main St,Gift Card,Returned,TRK98353867,5,SAVE10,Facebook,3352
ORD200327,2023-07-25,C17302,Phone,1,360,385 Main St,Gift Card,Cancelled,TRK43940016,5,SAVE10,Email,360
ORD200328,2023-02-28,C18404,Tablet,5,674,546 Main St,Online,Cancelled,TRK89401624,7,SAVE10,Google,3370
ORD200329,2024-12-25,C88371,Chair,4,283,306 Main St,Credit Card,Shipped,TRK63224811,6,NO COUPON,Google,1133
ORD200330,2024-06-02,C38068,Desk,5,261,532 Main St,Gift Card,Pending,TRK54059198,5,SAVE10,Instagram,1303
ORD200331,2023-04-15,C78724,Printer,3,422,187 Main St,Online,Delivered,TRK25703134,7,SAVE10,Facebook,1266
ORD200332,2024-07-03,C26163,Desk,5,125,607 Main St,Debit Card,Pending,TRK67499316,9,SAVE10,Google,625
ORD200333,2024-04-16,C87124,Phone,1,199,818 Main St,Credit Card,Returned,TRK52086740,5,WINTER15,Instagram,199
ORD200334,2024-03-26,C90348,Chair,4,225,728 Main St,Online,Delivered,TRK20635777,7,WINTER15,Facebook,899
ORD200335,2025-03-03,C58721,Tablet,3,206,978 Main St,Gift Card,Shipped,TRK34801199,4,NO COUPON,Email,618
ORD200336,2023-12-29,C88174,Laptop,1,18,441 Main St,Debit Card,Pending,TRK10143345,4,SAVE10,Instagram,18
ORD200337,2023-05-29,C77763,Tablet,3,503,599 Main St,Debit Card,Returned,TRK66980447,8,WINTER15,Email,1508
ORD200338,2023-11-08,C53627,Phone,5,305,704 Main St,Debit Card,Shipped,TRK64112352,10,NO COUPON,Referral,1527
ORD200339,2024-04-10,C84563,Printer,2,236,398 Main St,Online,Pending,TRK62422797,3,SAVE10,Instagram,473
ORD200340,2023-04-23,C76207,Laptop,5,521,826 Main St,Cash,Cancelled,TRK25569378,8,NO COUPON,Email,2606
ORD200341,2024-09-23,C94671,Tablet,1,167,293 Main St,Gift Card,Shipped,TRK61357272,5,WINTER15,Email,167
ORD200342,2025-06-24,C69994,Monitor,5,466,619 Main St,Gift Card,Returned,TRK95935805,5,NO COUPON,Referral,2332
ORD200343,2023-02-26,C64638,Printer,1,528,919 Main St,Debit Card,Pending,TRK64087938,3,FREESHIP,Facebook,528
ORD200344,2025-03-06,C95623,Tablet,3,623,248 Main St,Online,Cancelled,TRK67558189,3,SAVE10,Instagram,1870
ORD200345,2023-12-07,C24751,Tablet,5,501,259 Main St,Gift Card,Shipped,TRK37285406,10,FREESHIP,Referral,2506
ORD200346,2024-12-06,C31764,Tablet,1,655,876 Main St,Cash,Pending,TRK44680433,6,NO COUPON,Referral,655
ORD200347,2024-02-03,C83556,Printer,4,265,380 Main St,Credit Card,Pending,TRK21109187,5,SAVE10,Google,1059
ORD200348,2024-03-13,C24369,Laptop,3,360,885 Main St,Debit Card,Returned,TRK72633998,7,FREESHIP,Email,1079
ORD200349,2023-11-30,C39648,Chair,1,465,824 Main St,Gift Card,Delivered,TRK56016905,2,FREESHIP,Google,465
ORD200350,2023-06-03,C13296,Chair,2,54,495 Main St,Online,Shipped,TRK60127216,6,NO COUPON,Instagram,109
ORD200351,2025-02-15,C94248,Laptop,1,65,494 Main St,Debit Card,Delivered,TRK89406816,4,NO COUPON,Instagram,65
ORD200352,2023-08-31,C26637,Chair,5,174,995 Main St,Debit Card,Pending,TRK59546992,8,WINTER15,Instagram,870
ORD200353,2025-03-28,C16012,Tablet,1,631,171 Main St,Online,Delivered,TRK15195225,5,FREESHIP,Google,631
ORD200354,2023-07-11,C31772,Phone,1,693,992 Main St,Debit Card,Shipped,TRK11970357,4,NO COUPON,Instagram,693
ORD200355,2025-06-03,C18353,Tablet,3,433,677 Main St,Credit Card,Cancelled,TRK78766533,4,FREESHIP,Referral,1300
ORD200356,2023-05-06,C26966,Printer,5,375,907 Main St,Gift Card,Cancelled,TRK83889574,10,FREESHIP,Instagram,1873
ORD200357,2023-07-08,C74982,Laptop,5,409,398 Main St,Debit Card,Delivered,TRK98700702,8,FREESHIP,Instagram,2043
ORD200358,2024-04-07,C70633,Tablet,2,184,747 Main St,Online,Cancelled,TRK82540521,3,SAVE10,Google,367
ORD200359,2023-06-09,C95643,Desk,4,607,303 Main St,Debit Card,Delivered,TRK23286689,5,WINTER15,Referral,2426
ORD200360,2024-06-06,C53810,Phone,4,590,779 Main St,Cash,Pending,TRK34630612,8,NO COUPON,Instagram,2358
ORD200361,2024-06-29,C53464,Printer,5,660,197 Main St,Credit Card,Delivered,TRK32743531,9,SAVE10,Facebook,3299
ORD200362,2023-06-27,C53697,Monitor,4,207,312 Main St,Cash,Cancelled,TRK60476656,5,WINTER15,Instagram,827
ORD200363,2024-05-24,C31668,Laptop,5,114,871 Main St,Credit Card,Pending,TRK42584392,6,SAVE10,Email,569
ORD200364,2023-11-24,C85282,Phone,5,629,740 Main St,Cash,Cancelled,TRK86767206,9,FREESHIP,Facebook,3144
ORD200365,2025-02-14,C56796,Phone,1,678,607 Main St,Credit Card,Cancelled,TRK74263180,4,SAVE10,Referral,678
ORD200366,2023-02-10,C95213,Printer,3,602,603 Main St,Debit Card,Pending,TRK40630538,8,NO COUPON,Referral,1807
ORD200367,2024-04-25,C13108,Laptop,5,659,712 Main St,Gift Card,Pending,TRK82284400,10,FREESHIP,Instagram,3294
ORD200368,2023-05-01,C85322,Monitor,3,271,403 Main St,Credit Card,Cancelled,TRK89728869,6,NO COUPON,Google,813
ORD200369,2024-12-22,C43545,Monitor,5,375,216 Main St,Gift Card,Pending,TRK73937402,9,SAVE10,Email,1876
ORD200370,2025-05-03,C80649,Phone,1,312,870 Main St,Online,Cancelled,TRK41143313,4,WINTER15,Facebook,312
ORD200371,2023-01-05,C59752,Phone,5,308,179 Main St,Gift Card,Pending,TRK82229639,9,FREESHIP,Google,1539
ORD200372,2025-02-14,C53645,Chair,3,484,166 Main St,Cash,Returned,TRK12123939,4,NO COUPON,Referral,1451
ORD200373,2023-01-02,C60178,Laptop,3,341,969 Main St,Cash,Pending,TRK84505143,4,FREESHIP,Instagram,1023
ORD200374,2024-09-16,C20286,Monitor,1,572,129 Main St,Gift Card,Pending,TRK67648338,1,WINTER15,Instagram,572
ORD200375,2025-01-16,C87547,Monitor,4,95,400 Main St,Online,Shipped,TRK71027262,8,FREESHIP,Facebook,380
ORD200376,2023-08-24,C64549,Monitor,5,201,341 Main St,Debit Card,Pending,TRK20788231,6,FREESHIP,Facebook,1006
ORD200377,2024-07-22,C24884,Monitor,1,260,625 Main St,Online,Pending,TRK44538419,5,WINTER15,Instagram,260
ORD200378,2024-02-01,C62666,Chair,5,65,148 Main St,Credit Card,Pending,TRK91029390,8,WINTER15,Instagram,323
ORD200379,2024-09-21,C47284,Phone,3,298,500 Main St,Online,Shipped,TRK85756094,6,NO COUPON,Google,893
ORD200380,2024-04-20,C35355,Printer,4,332,127 Main St,Cash,Pending,TRK52935059,5,SAVE10,Instagram,1328
ORD200381,2023-06-07,C29467,Chair,1,192,223 Main St,Credit Card,Returned,TRK98103385,1,FREESHIP,Instagram,192
ORD200382,2025-01-30,C26718,Printer,4,263,272 Main St,Debit Card,Shipped,TRK91702525,8,SAVE10,Google,1052
ORD200383,2023-01-20,C18944,Chair,4,394,837 Main St,Credit Card,Pending,TRK45275439,7,SAVE10,Email,1575
ORD200384,2024-11-24,C35628,Chair,3,554,147 Main St,Credit Card,Returned,TRK45688220,4,FREESHIP,Facebook,1661
ORD200385,2023-10-31,C56851,Chair,5,192,752 Main St,Gift Card,Delivered,TRK65290904,6,FREESHIP,Facebook,958
ORD200386,2023-04-28,C12421,Tablet,1,93,373 Main St,Online,Returned,TRK32588504,4,NO COUPON,Email,93
ORD200387,2024-06-27,C25316,Printer,2,40,904 Main St,Credit Card,Shipped,TRK55423551,3,WINTER15,Google,79
ORD200388,2023-12-28,C22657,Printer,3,634,152 Main St,Cash,Pending,TRK49157047,7,WINTER15,Facebook,1902
ORD200389,2023-12-17,C29703,Desk,4,698,558 Main St,Cash,Shipped,TRK40543461,7,FREESHIP,Referral,2790
ORD200390,2023-07-14,C55996,Printer,5,509,885 Main St,Cash,Delivered,TRK30547638,10,FREESHIP,Google,2543
ORD200391,2025-01-16,C60037,Laptop,2,527,516 Main St,Debit Card,Cancelled,TRK82009557,3,FREESHIP,Referral,1055
ORD200392,2024-02-28,C95100,Phone,1,627,197 Main St,Online,Delivered,TRK47366265,1,WINTER15,Email,627
ORD200393,2024-07-14,C39906,Printer,1,75,921 Main St,Credit Card,Returned,TRK24632134,3,NO COUPON,Google,75
ORD200394,2023-07-05,C70148,Desk,5,530,359 Main St,Gift Card,Shipped,TRK34848650,10,NO COUPON,Facebook,2648
ORD200395,2025-04-25,C30010,Phone,3,127,830 Main St,Gift Card,Delivered,TRK35386084,7,SAVE10,Referral,382
ORD200396,2023-12-01,C99217,Tablet,5,287,778 Main St,Online,Shipped,TRK82004594,10,SAVE10,Email,1436
ORD200397,2023-09-28,C30184,Monitor,1,427,987 Main St,Online,Cancelled,TRK86674704,1,WINTER15,Referral,427
ORD200398,2024-09-04,C50275,Phone,5,54,729 Main St,Gift Card,Shipped,TRK98925264,7,SAVE10,Instagram,270
ORD200399,2024-01-07,C64641,Tablet,5,424,319 Main St,Debit Card,Returned,TRK32012588,5,FREESHIP,Facebook,2120
ORD200400,2024-09-28,C56266,Desk,4,160,304 Main St,Debit Card,Returned,TRK60088901,9,WINTER15,Instagram,641
ORD200401,2025-04-09,C98635,Printer,1,539,197 Main St,Debit Card,Returned,TRK14225465,6,NO COUPON,Referral,539
ORD200402,2023-04-09,C83026,Printer,5,337,858 Main St,Gift Card,Shipped,TRK79746259,5,NO COUPON,Referral,1687
ORD200403,2024-11-10,C28893,Tablet,1,620,740 Main St,Online,Returned,TRK98333066,1,FREESHIP,Referral,620
ORD200404,2023-03-09,C45482,Monitor,2,99,440 Main St,Cash,Delivered,TRK54571699,6,NO COUPON,Instagram,198
ORD200405,2025-01-26,C97774,Monitor,4,452,603 Main St,Online,Cancelled,TRK64664424,7,WINTER15,Email,1808
ORD200406,2023-12-10,C11657,Tablet,4,66,572 Main St,Cash,Returned,TRK50284486,9,WINTER15,Google,264
ORD200407,2023-08-13,C85993,Tablet,4,547,250 Main St,Cash,Returned,TRK72547640,8,FREESHIP,Instagram,2189
ORD200408,2025-01-01,C11906,Printer,3,413,536 Main St,Online,Pending,TRK31140158,6,WINTER15,Google,1238
ORD200409,2023-06-28,C45187,Desk,5,84,767 Main St,Online,Delivered,TRK12320793,9,SAVE10,Google,421
ORD200410,2024-01-18,C37375,Tablet,2,518,184 Main St,Debit Card,Shipped,TRK52470162,5,NO COUPON,Email,1036
ORD200411,2024-06-19,C66567,Desk,2,40,981 Main St,Online,Shipped,TRK21174822,5,NO COUPON,Facebook,79
ORD200412,2025-04-11,C42451,Tablet,5,133,246 Main St,Credit Card,Returned,TRK31313343,10,NO COUPON,Facebook,665
ORD200413,2023-10-08,C13923,Tablet,1,119,123 Main St,Online,Delivered,TRK87598790,6,SAVE10,Email,119
ORD200414,2025-05-04,C11829,Desk,2,140,797 Main St,Cash,Delivered,TRK84229257,4,WINTER15,Facebook,279
ORD200415,2025-04-06,C62169,Chair,1,184,655 Main St,Gift Card,Shipped,TRK64558985,5,FREESHIP,Facebook,184
ORD200416,2023-07-18,C20881,Laptop,2,644,652 Main St,Gift Card,Cancelled,TRK26263902,5,WINTER15,Referral,1288
ORD200417,2023-10-24,C44492,Laptop,5,55,954 Main St,Online,Cancelled,TRK51429869,5,NO COUPON,Google,277
ORD200418,2023-01-11,C74169,Printer,1,311,862 Main St,Online,Cancelled,TRK66144809,3,NO COUPON,Facebook,311
ORD200419,2024-04-17,C70999,Tablet,2,217,885 Main St,Debit Card,Pending,TRK75644156,6,FREESHIP,Instagram,433
ORD200420,2024-11-29,C11921,Phone,1,453,439 Main St,Debit Card,Shipped,TRK91362635,5,FREESHIP,Instagram,453
ORD200421,2023-10-15,C50683,Chair,2,288,769 Main St,Debit Card,Cancelled,TRK53032122,5,NO COUPON,Email,576
ORD200422,2023-06-05,C76140,Phone,4,207,914 Main St,Gift Card,Returned,TRK25861469,6,WINTER15,Referral,826
ORD200423,2024-07-20,C94311,Printer,4,685,195 Main St,Gift Card,Cancelled,TRK97308771,6,WINTER15,Google,2741
ORD200424,2023-04-12,C49491,Chair,5,23,339 Main St,Cash,Pending,TRK64012257,10,NO COUPON,Email,115
ORD200425,2023-03-09,C40648,Laptop,2,302,488 Main St,Gift Card,Returned,TRK25325993,5,WINTER15,Email,604
ORD200426,2025-03-16,C40967,Monitor,5,57,315 Main St,Cash,Cancelled,TRK24839296,10,NO COUPON,Facebook,287
ORD200427,2024-12-18,C25406,Desk,1,161,379 Main St,Credit Card,Pending,TRK70952564,3,WINTER15,Instagram,161
ORD200428,2024-11-26,C77085,Chair,4,263,895 Main St,Online,Cancelled,TRK57227640,8,WINTER15,Email,1050
ORD200429,2024-12-19,C38126,Printer,4,515,522 Main St,Credit Card,Pending,TRK90838498,9,SAVE10,Facebook,2061
ORD200430,2023-06-07,C87448,Phone,1,450,433 Main St,Gift Card,Shipped,TRK44134016,6,FREESHIP,Google,450
ORD200431,2024-10-06,C62312,Printer,1,53,651 Main St,Debit Card,Cancelled,TRK59623037,6,WINTER15,Facebook,53
ORD200432,2023-09-04,C58443,Tablet,2,424,662 Main St,Credit Card,Returned,TRK77163738,6,NO COUPON,Referral,849
ORD200433,2023-08-26,C36613,Monitor,3,632,785 Main St,Credit Card,Returned,TRK13282106,3,FREESHIP,Facebook,1895
ORD200434,2023-10-22,C73893,Printer,5,328,384 Main St,Credit Card,Returned,TRK85939879,6,NO COUPON,Facebook,1638
ORD200435,2023-05-27,C48601,Printer,1,414,101 Main St,Debit Card,Returned,TRK97868309,3,FREESHIP,Instagram,414
ORD200436,2023-02-11,C14568,Laptop,4,221,651 Main St,Online,Pending,TRK73545796,5,NO COUPON,Google,885
ORD200437,2024-04-18,C63378,Phone,1,512,955 Main St,Online,Delivered,TRK20863705,2,FREESHIP,Instagram,512
ORD200438,2025-01-03,C77800,Tablet,3,459,436 Main St,Gift Card,Pending,TRK27439574,3,SAVE10,Instagram,1378
